城名,URL
大覚寺城,https://gosenzo.net/yamajiro/2024/02/23/%e3%80%90%e5%85%b5%e5%ba%ab%e7%9c%8c%e3%80%91%e5%a4%a7%e8%a6%9a%e5%af%ba%e5%9f%8e%e3%80%90%e5%b0%bc%e5%b4%8e%e5%b8%82%e5%af%ba%e7%94%ba%e3%80%91/
有岡城,https://gosenzo.net/yamajiro/2024/02/23/%e3%80%90%e5%85%b5%e5%ba%ab%e7%9c%8c%e3%80%91%e6%9c%89%e5%b2%a1%e5%9f%8e%e3%80%90%e4%bc%8a%e4%b8%b9%e5%b8%82%e4%bc%8a%e4%b8%b92%e4%b8%81%e7%9b%ae%e3%80%91/
花隈城,https://gosenzo.net/yamajiro/2024/02/23/%e3%80%90%e5%85%b5%e5%ba%ab%e7%9c%8c%e3%80%91%e6%9c%89%e5%b2%a1%e5%9f%8e%e3%80%90%e4%bc%8a%e4%b8%b9%e5%b8%82%e4%bc%8a%e4%b8%b92%e4%b8%81%e7%9b%ae%e3%80%91/
安土城,https://gosenzo.net/yamajiro/2021/11/06/%e3%80%90%e6%bb%8b%e8%b3%80%e7%9c%8c%e3%80%91%e5%ae%89%e5%9c%9f%e5%9f%8e%e3%80%90%e8%bf%91%e6%b1%9f%e5%85%ab%e5%b9%a1%e5%b8%82%e5%ae%89%e5%9c%9f%e7%94%ba%e4%b8%8b%e8%b1%8a%e6%b5%a6%e3%80%91/
観音寺城,https://gosenzo.net/yamajiro/2021/11/21/%e3%80%90%e6%bb%8b%e8%b3%80%e7%9c%8c%e3%80%91%e8%a6%b3%e9%9f%b3%e5%af%ba%e5%9f%8e%e3%80%90%e8%bf%91%e6%b1%9f%e5%85%ab%e5%b9%a1%e5%b8%82%e5%ae%89%e5%9c%9f%e7%94%ba%e6%a1%91%e5%ae%9f%e5%af%ba%e3%80%91/
佐和山城,https://gosenzo.net/yamajiro/2021/11/21/%e3%80%90%e6%bb%8b%e8%b3%80%e7%9c%8c%e3%80%91%e4%bd%90%e5%92%8c%e5%b1%b1%e5%9f%8e%e3%80%90%e5%bd%a6%e6%a0%b9%e5%b8%82%e4%bd%90%e5%92%8c%e5%b1%b1%e7%94%ba%e3%80%91/
彦根城,https://gosenzo.net/yamajiro/2021/11/26/%e3%80%90%e6%bb%8b%e8%b3%80%e7%9c%8c%e3%80%91%e5%bd%a6%e6%a0%b9%e5%9f%8e%e3%80%90%e5%bd%a6%e6%a0%b9%e5%b8%82%e9%87%91%e4%ba%80%e7%94%ba%e3%80%91/
小谷城,https://gosenzo.net/yamajiro/2021/11/26/%e3%80%90%e6%bb%8b%e8%b3%80%e7%9c%8c%e3%80%91%e5%b0%8f%e8%b0%b7%e5%9f%8e%e3%80%90%e9%95%b7%e6%b5%9c%e5%b8%82%e6%b9%96%e5%8c%97%e7%94%ba%e4%bc%8a%e9%83%a8%e3%80%91/
長浜城,https://gosenzo.net/yamajiro/2021/11/26/%e3%80%90%e6%bb%8b%e8%b3%80%e7%9c%8c%e3%80%91%e9%95%b7%e6%b5%9c%e5%9f%8e%e3%80%90%e9%95%b7%e6%b5%9c%e5%b8%82%e5%85%ac%e5%9c%92%e7%94%ba%e3%80%91/
和歌山城,https://gosenzo.net/yamajiro/2021/11/26/%e3%80%90%e5%92%8c%e6%ad%8c%e5%b1%b1%e7%9c%8c%e3%80%91%e5%92%8c%e6%ad%8c%e5%b1%b1%e5%9f%8e%e3%80%90%e5%92%8c%e6%ad%8c%e5%b1%b1%e5%b8%82%e4%b8%80%e7%95%aa%e4%b8%81%e3%80%91/
大和郡山城,https://gosenzo.net/yamajiro/2021/11/26/%e3%80%90%e5%a5%88%e8%89%af%e7%9c%8c%e3%80%91%e9%83%a1%e5%b1%b1%e5%9f%8e%e3%80%90%e5%a4%a7%e5%92%8c%e9%83%a1%e5%b1%b1%e5%b8%82%e5%9f%8e%e5%86%85%e7%94%ba%e3%80%91/
高取城,https://gosenzo.net/yamajiro/2024/06/01/%e3%80%90%e5%a5%88%e8%89%af%e7%9c%8c%e3%80%91%e9%ab%98%e5%8f%96%e5%9f%8e%e3%80%90%e5%a5%88%e8%89%af%e7%9c%8c%e9%ab%98%e5%b8%82%e9%83%a1%e9%ab%98%e5%8f%96%e7%94%ba%e4%b8%8a%e5%ad%90%e5%b6%8b%e3%80%91/
大阪城,https://gosenzo.net/yamajiro/2021/11/28/%e3%80%90%e5%a4%a7%e9%98%aa%e5%ba%9c%e3%80%91%e5%a4%a7%e9%98%aa%e5%9f%8e%e3%80%90%e5%a4%a7%e9%98%aa%e5%b8%82%e4%b8%ad%e5%a4%ae%e5%8c%ba%e3%80%91/
真田丸,https://gosenzo.net/yamajiro/2021/11/28/%e3%80%90%e5%a4%a7%e9%98%aa%e5%ba%9c%e3%80%91%e7%9c%9f%e7%94%b0%e4%b8%b8%e3%80%90%e5%a4%a7%e9%98%aa%e5%b8%82%e5%a4%a9%e7%8e%8b%e5%af%ba%e5%8c%ba%e9%a4%8c%e5%b7%ae%e7%94%ba%e3%80%91/
大塚城（茶臼山陣城）,https://gosenzo.net/yamajiro/2021/11/28/%e3%80%90%e5%a4%a7%e9%98%aa%e5%ba%9c%e3%80%91%e5%a4%a7%e5%a1%9a%e5%9f%8e%e3%80%90%e5%a4%a7%e9%98%aa%e5%b8%82%e5%a4%a9%e7%8e%8b%e5%af%ba%e5%8c%ba%e8%8c%b6%e8%87%bc%e5%b1%b1%e7%94%ba%e3%80%91/
岸和田城,https://gosenzo.net/yamajiro/2024/06/01/%e3%80%90%e5%a4%a7%e9%98%aa%e5%ba%9c%e3%80%91%e5%b2%b8%e5%92%8c%e7%94%b0%e5%9f%8e%e3%80%90%e5%b2%b8%e5%92%8c%e7%94%b0%e5%b8%82%e5%b2%b8%e5%9f%8e%e7%94%ba%e3%80%91/
岸和田古城,https://gosenzo.net/yamajiro/2024/06/01/%e3%80%90%e5%a4%a7%e9%98%aa%e5%ba%9c%e3%80%91%e5%b2%b8%e5%92%8c%e7%94%b0%e5%8f%a4%e5%9f%8e%e3%80%90%e5%b2%b8%e5%92%8c%e7%94%b0%e5%b8%82%e9%87%8e%e7%94%b0%e7%94%ba%e3%80%91/
広島城,https://gosenzo.net/yamajiro/2020/12/13/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e5%ba%83%e5%b3%b6%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e4%b8%ad%e5%8c%ba%e5%9f%ba%e7%94%ba%e3%80%91/
仁保城,https://gosenzo.net/yamajiro/2020/12/19/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e4%bb%81%e4%bf%9d%e5%9f%8e%e3%80%90%e5%8d%97%e5%8c%ba%e4%bb%81%e4%bf%9d%e7%94%ba%e3%80%91/
矢野城,https://gosenzo.net/yamajiro/2021/02/06/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e7%9f%a2%e9%87%8e%e5%9f%8e%e3%80%90%e5%ae%89%e8%8a%b8%e5%8c%ba%e7%9f%a2%e9%87%8e%e7%94%ba%e3%80%91/
鳥籠山城,https://gosenzo.net/yamajiro/2021/02/14/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e9%b3%a5%e7%b1%a0%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e8%8a%b8%e5%8c%ba%e4%b8%ad%e9%87%8e%e7%94%ba%e3%80%91/
串山城,https://gosenzo.net/yamajiro/2021/02/20/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e4%b8%b2%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e6%9d%b1%e5%8c%ba%e5%85%89%e7%94%ba%e5%85%89%e3%83%b6%e4%b8%98%e3%80%91/
飯山城,https://gosenzo.net/yamajiro/2021/02/20/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e9%a3%af%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e8%8a%b8%e5%8c%ba%e8%88%b9%e8%b6%8a%e7%94%ba%e3%80%91/
戸坂城,https://gosenzo.net/yamajiro/2021/05/01/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%88%b8%e5%9d%82%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e6%9d%b1%e5%8c%ba%e6%88%b8%e5%9d%82%e3%80%91/
戸坂支城,https://gosenzo.net/yamajiro/2021/05/01/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%88%b8%e5%9d%82%e6%94%af%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e6%9d%b1%e5%8c%ba%e6%88%b8%e5%9d%82%e3%80%91/
二カ城,https://gosenzo.net/yamajiro/2021/05/01/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e4%ba%8c%e3%82%ab%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e6%9d%b1%e5%8c%ba%e9%a6%ac%e6%9c%a8%e3%80%91/
中城,https://gosenzo.net/yamajiro/2021/05/01/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e4%b8%ad%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8d%97%e5%8c%ba%e7%b7%91%e4%ba%95%e3%80%91/
恵下山城,https://gosenzo.net/yamajiro/2021/05/01/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%81%b5%e4%b8%8b%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%8e%96%e6%9d%91%e3%80%91/
伴東城・伴城,https://gosenzo.net/yamajiro/2021/05/02/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e4%bc%b4%e6%9d%b1%e5%9f%8e%e3%83%bb%e4%bc%b4%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8d%97%e5%8c%ba%e4%bc%b4%e7%94%ba%e3%80%91/
久地城,https://gosenzo.net/yamajiro/2021/05/02/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e4%b9%85%e5%9c%b0%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e5%ae%89%e4%bd%90%e7%94%ba%e4%b9%85%e5%9c%b0%e3%80%91/
毛木城,https://gosenzo.net/yamajiro/2021/05/02/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%af%9b%e6%9c%a8%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e5%ae%89%e4%bd%90%e7%94%ba%e6%af%9b%e6%9c%a8%e3%80%91/
土居城,https://gosenzo.net/yamajiro/2021/05/04/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e5%9c%9f%e5%b1%85%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e5%ae%89%e4%bd%90%e7%94%ba%e5%a4%a7%e5%ad%97%e9%a3%af/
永町山城,https://gosenzo.net/yamajiro/2021/05/04/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%b0%b8%e7%94%ba%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e6%9d%b1%e5%8c%ba%e6%b8%a9%e5%93%81%e3%80%91/
銀山城,https://gosenzo.net/yamajiro/2021/05/04/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e9%8f%a1%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e6%9d%b1%e5%8c%ba%e4%b8%ad%e5%b1%b1%e3%80%91/
多々万比城,https://gosenzo.net/yamajiro/2021/05/04/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e5%a4%9a%e3%80%85%e4%b8%87%e6%af%94%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e6%9d%b1%e5%8c%ba%e7%9f%a2%e8%b3%80%e3%80%91/
舟山城,https://gosenzo.net/yamajiro/2021/05/05/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e8%88%9f%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e4%ba%80%e5%b1%b1%e3%80%91/
申宮城,https://gosenzo.net/yamajiro/2021/05/08/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e7%94%b3%e5%ae%ae%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e5%8f%af%e9%83%a8%e7%94%ba%e5%9f%8e%e3%80%91/
新宮城,https://gosenzo.net/yamajiro/2021/05/08/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e7%94%b3%e5%ae%ae%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e5%8f%af%e9%83%a8%e7%94%ba%e5%9f%8e%e3%80%91/
雨乞城,https://gosenzo.net/yamajiro/2021/05/08/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e9%9b%a8%e4%b9%9e%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e5%8f%af%e9%83%a8%e7%94%ba%e4%b8%8b%e7%94%ba%e5%b1%8b/
山田城,https://gosenzo.net/yamajiro/2021/05/08/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e5%b1%b1%e7%94%b0%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e5%8f%af%e9%83%a8%e7%94%ba%e6%a1%90%e5%8e%9f%e3%80%91/
友近城,https://gosenzo.net/yamajiro/2021/05/09/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e5%8f%8b%e8%bf%91%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e5%8f%af%e9%83%a8%e7%94%ba%e5%a4%a7%e6%9e%97%e3%80%91/
新城山城,https://gosenzo.net/yamajiro/2021/05/09/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%96%b0%e5%9f%8e%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e5%8f%af%e9%83%a8%e7%94%ba%e6%a1%90%e5%8e%9f/
伊勢が坪城,https://gosenzo.net/yamajiro/2021/05/11/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e4%bc%8a%e5%8b%a2%e3%81%8c%e5%9d%aa%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e5%8f%af%e9%83%a8%e7%94%ba%e5%a4%a7/
高松山城,https://gosenzo.net/yamajiro/2021/05/12/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e9%ab%98%e6%9d%be%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e5%8f%af%e9%83%a8%e7%94%ba%e3%80%91/
牛頭城,https://gosenzo.net/yamajiro/2021/05/15/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e7%89%9b%e9%a0%ad%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e5%ae%89%e4%bd%90%e7%94%ba%e5%a4%a7%e5%ad%97/
海老山城,https://gosenzo.net/yamajiro/2022/01/16/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%b5%b7%e8%80%81%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e4%bd%90%e4%bc%af%e5%8c%ba%e6%b5%b7%e8%80%81%e5%b1%b1%e7%94%ba%e3%80%91/
己斐古城（岩原城）,https://gosenzo.net/yamajiro/2022/01/16/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e5%b7%b1%e6%96%90%e5%8f%a4%e5%9f%8e%ef%bc%88%e5%b2%a9%e5%8e%9f%e5%9f%8e%ef%bc%89%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e8%a5%bf%e5%8c%ba%e5%b7%b1%e6%96%90/
己斐新城（平原城）,https://gosenzo.net/yamajiro/2022/01/16/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e5%b7%b1%e6%96%90%e6%96%b0%e5%9f%8e%ef%bc%88%e5%b9%b3%e5%8e%9f%e5%9f%8e%ef%bc%89%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e8%a5%bf%e5%8c%ba%e5%b7%b1%e6%96%90/
草津城,https://gosenzo.net/yamajiro/2022/01/16/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e8%8d%89%e6%b4%a5%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e8%a5%bf%e5%8c%ba%e7%94%b0%e6%96%b9%e3%80%91/
水晶城,https://gosenzo.net/yamajiro/2022/01/22/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%b0%b4%e6%99%b6%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e4%bd%90%e4%bc%af%e5%8c%ba%e4%ba%94%e6%97%a5%e5%b8%82%e7%94%ba%e5%a4%a7%e5%ad%97%e7%9f%b3/
有井城,https://gosenzo.net/yamajiro/2022/01/23/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%9c%89%e4%ba%95%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e4%bd%90%e4%bc%af%e5%8c%ba%e7%9f%b3%e5%86%85%e5%8d%97%e3%80%91/
池田城,https://gosenzo.net/yamajiro/2022/01/23/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%b1%a0%e7%94%b0%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e4%bd%90%e4%bc%af%e5%8c%ba%e5%9f%8e%e5%b1%b1%e3%80%91/
銀山城,https://gosenzo.net/yamajiro/2022/01/23/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e9%8a%80%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8d%97%e5%8c%ba%e7%a5%87%e5%9c%92%e7%94%ba%e3%80%91/
木の宗山城,https://gosenzo.net/yamajiro/2022/01/29/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%9c%a8%e3%81%ae%e5%ae%97%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e4%b8%8a%e6%b7%b1%e5%b7%9d%e7%94%ba/
戸石城,https://gosenzo.net/yamajiro/2022/01/29/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%88%b8%e7%9f%b3%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%99%bd%e6%9c%a8%e7%94%ba%e5%a4%a7%e5%ad%97%e4%ba%95/
日詰城,https://gosenzo.net/yamajiro/2022/01/29/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%97%a5%e8%a9%b0%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%99%bd%e6%9c%a8%e7%94%ba%e5%a4%a7%e5%ad%97%e4%ba%95/
北田城,https://gosenzo.net/yamajiro/2022/01/29/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e5%8c%97%e7%94%b0%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%99%bd%e6%9c%a8%e7%94%ba%e5%a4%a7%e5%ad%97%e4%ba%95/
鍋谷城,https://gosenzo.net/yamajiro/2022/01/29/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e9%8d%8b%e8%b0%b7%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%99%bd%e6%9c%a8%e7%94%ba%e5%a4%a7%e5%ad%97%e4%ba%95/
星ヶ城,https://gosenzo.net/yamajiro/2022/01/29/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%98%9f%e3%83%b6%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%99%bd%e6%9c%a8%e7%94%ba%e5%a4%a7%e5%ad%97%e5%b8%82/
木舟山城（仮称）,https://gosenzo.net/yamajiro/2022/01/29/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%9c%a8%e8%88%b9%e5%b1%b1%e5%9f%8e%ef%bc%88%e4%bb%ae%e7%a7%b0%ef%bc%89%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%99%bd/
志道城,https://gosenzo.net/yamajiro/2022/01/30/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e5%bf%97%e9%81%93%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%99%bd%e6%9c%a8%e7%94%ba%e5%a4%a7%e5%ad%97%e5%bf%97/
萩原城,https://gosenzo.net/yamajiro/2022/01/30/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e8%90%a9%e5%8e%9f%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%99%bd%e6%9c%a8%e7%94%ba%e4%b8%89%e7%94%b0%e3%80%91/
古川城,https://gosenzo.net/yamajiro/2022/01/30/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e5%8f%a4%e5%b7%9d%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%99%bd%e6%9c%a8%e7%94%ba%e4%b8%89%e7%94%b0%e3%80%91/
三田新城,https://gosenzo.net/yamajiro/2022/01/30/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e4%b8%89%e7%94%b0%e6%96%b0%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%99%bd%e6%9c%a8%e7%94%ba%e4%b8%89%e7%94%b0/
藤加勢城,https://gosenzo.net/yamajiro/2022/01/30/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e8%97%a4%e5%8a%a0%e5%8b%a2%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%99%bd%e6%9c%a8%e7%94%ba%e7%a7%8b%e5%b1%b1/
朝日山城,https://gosenzo.net/yamajiro/2022/01/30/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e6%97%ad%e6%97%a5%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%99%bd%e6%9c%a8%e7%94%ba%e7%a7%8b%e5%b1%b1/
八木城,https://gosenzo.net/yamajiro/2022/01/30/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e5%85%ab%e6%9c%a8%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8d%97%e5%8c%ba%e5%85%ab%e6%9c%a8%e3%80%91/
七曲城,https://gosenzo.net/yamajiro/2022/06/25/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e4%b8%83%e6%9b%b2%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e4%b8%8a%e6%b7%b1%e5%b7%9d%e7%94%ba%e3%80%91/
琴平山城,https://gosenzo.net/yamajiro/2022/06/25/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e7%90%b4%e5%b9%b3%e5%b1%b1%e5%9f%8e%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8c%97%e5%8c%ba%e7%8b%a9%e7%95%99%e5%ae%b6%e7%94%ba%e3%80%91/
麦田八幡宮,https://gosenzo.net/yamajiro/2022/10/22/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e9%ba%a6%e7%94%b0%e5%85%ab%e5%b9%a1%e7%a5%9e%e7%a4%be%ef%bc%88%e9%8a%80%e5%b1%b1%e5%9f%8e%e3%81%ae%e5%87%ba%e5%9f%8e%ef%bc%9f%ef%bc%89%e3%80%90%e5%ba%83/
南御所跡,https://gosenzo.net/yamajiro/2023/01/09/%e3%80%90%e5%ba%83%e5%b3%b6%e7%9c%8c%e3%80%91%e5%8d%97%e5%be%a1%e6%89%80%e8%b7%a1%e3%80%90%e5%ba%83%e5%b3%b6%e5%b8%82%e5%ae%89%e4%bd%90%e5%8d%97%e5%8c%ba%e7%a5%87%e5%9c%924%e4%b8%81%e7%9b%ae%e3%80%91/
